Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble
06-11-2018,ADANIGREEN,EQ,43.35,45,45.5,42.5,43.5,43.1,44.58,1558886,6.9502E+12,9159,975694,0.6259
07-11-2018,ADANIGREEN,EQ,43.1,44.15,45.25,44,45.25,45.05,44.93,1009337,4.53507E+12,2857,502128,0.4975
09-11-2018,ADANIGREEN,EQ,45.05,45.9,46.35,43.6,45.05,45.25,45.17,728245,3.28931E+12,3526,435038,0.5974
12-11-2018,ADANIGREEN,EQ,45.25,45.25,45.9,43,43,43.1,44.15,488369,2.15614E+12,2785,333678,0.6832
13-11-2018,ADANIGREEN,EQ,43.1,42.5,42.7,41.45,42.1,42.1,42.01,435533,1.82957E+12,2430,234200,0.5377
14-11-2018,ADANIGREEN,EQ,42.1,42.35,43.8,42.3,42.55,42.7,43.08,412768,1.77825E+12,2542,205060,0.4968
15-11-2018,ADANIGREEN,EQ,42.7,42.9,44.2,41.25,43.6,43.35,43.46,367324,1.59643E+12,1834,235716,0.6417
16-11-2018,ADANIGREEN,EQ,43.35,44.4,44.4,41.7,42.3,42.35,42.55,499103,2.12351E+12,2585,334739,0.6707
19-11-2018,ADANIGREEN,EQ,42.35,42.4,42.75,40.7,41.2,41.25,41.47,294550,1.2214E+12,1781,190032,0.6452
20-11-2018,ADANIGREEN,EQ,41.25,41.25,42.85,41,41.6,41.45,42,364290,1.52994E+12,2096,190392,0.5226
21-11-2018,ADANIGREEN,EQ,41.45,43,43.5,41.2,43.5,43.5,42.76,595503,2.54624E+12,2702,339563,0.5702
22-11-2018,ADANIGREEN,EQ,43.5,44.5,45.65,43.8,45.65,45.65,45.15,1334318,6.02407E+12,4859,641587,0.4808
26-11-2018,ADANIGREEN,EQ,45.65,46.6,47.9,46.2,47.9,47.9,47.64,1426646,6.79612E+12,5115,730707,0.5122
27-11-2018,ADANIGREEN,EQ,47.9,48.9,50.25,48.6,49.5,49.45,49.64,1095967,5.44036E+12,4724,625394,0.5706
28-11-2018,ADANIGREEN,EQ,49.45,50,50,47,49.05,48.4,47.76,1512866,7.22619E+12,3981,636280,0.4206
29-11-2018,ADANIGREEN,EQ,48.4,48.6,49.7,46.9,47.7,47.45,48.4,628832,3.04361E+12,3147,383969,0.6106
30-11-2018,ADANIGREEN,EQ,47.45,48,48.55,46.4,46.7,46.75,47.44,345988,1.64133E+12,2210,201292,0.5818
03-12-2018,ADANIGREEN,EQ,46.75,47,47.5,45.3,45.7,46.05,46.49,317022,1.47385E+12,1897,182200,0.5747
04-12-2018,ADANIGREEN,EQ,46.05,46.9,46.9,45,45,45.1,45.29,331553,1.50148E+12,3056,200155,0.6037
05-12-2018,ADANIGREEN,EQ,45.1,44.4,47.35,44.4,47,46.8,46.73,1337441,6.24971E+12,6398,424816,0.3176
06-12-2018,ADANIGREEN,EQ,46.8,46.9,47.75,44.85,45.25,45.2,46.11,650624,2.99985E+12,4112,291144,0.4475
07-12-2018,ADANIGREEN,EQ,45.2,45.6,46.4,43.5,44.2,44.45,44.82,469921,2.1064E+12,2405,207623,0.4418
10-12-2018,ADANIGREEN,EQ,44.45,43,43,40.4,41.35,41.3,42.17,362344,1.52794E+12,1949,240898,0.6648
11-12-2018,ADANIGREEN,EQ,41.3,40.95,45,39.8,43.95,43.35,42.37,910217,3.85638E+12,4140,377527,0.4148
12-12-2018,ADANIGREEN,EQ,43.35,45.4,45.75,44.15,45,44.8,44.88,444342,1.99426E+12,1952,233032,0.5244
13-12-2018,ADANIGREEN,EQ,44.8,45.55,45.8,44,44.3,44.3,44.87,205559,9.2231E+11,1286,114952,0.5592
14-12-2018,ADANIGREEN,EQ,44.3,44,45.6,43.8,44.3,44.15,44.68,269581,1.20446E+12,1505,158077,0.5864
17-12-2018,ADANIGREEN,EQ,44.15,44.3,45.9,44.15,44.65,44.65,44.98,200093,9.00091E+11,1099,109019,0.5448
18-12-2018,ADANIGREEN,EQ,44.65,44.9,46.8,43.9,44.35,44.25,44.91,1217941,5.46957E+12,4547,557638,0.4579
19-12-2018,ADANIGREEN,EQ,44.25,44.65,44.75,44,44.05,44.15,44.43,341189,1.51604E+12,1461,211493,0.6199
20-12-2018,ADANIGREEN,EQ,44.15,43.95,44.65,43.6,44,43.95,44.1,369104,1.62789E+12,2150,227235,0.6156
21-12-2018,ADANIGREEN,EQ,43.95,43.95,44.25,42.35,42.5,42.5,43.01,443037,1.90547E+12,3102,308597,0.6965
24-12-2018,ADANIGREEN,EQ,42.5,42.5,43.2,42,42.15,42.15,42.55,174059,7.40679E+11,1045,104609,0.601
26-12-2018,ADANIGREEN,EQ,42.15,42.2,42.4,40.15,41.35,41.55,41.25,517905,2.1362E+12,3201,281620,0.5438
27-12-2018,ADANIGREEN,EQ,41.55,41.75,42.7,41.25,41.9,41.45,41.9,212220,8.8915E+11,1705,122426,0.5769
28-12-2018,ADANIGREEN,EQ,41.45,42,42.55,41.55,41.75,41.7,42.01,233894,9.82509E+11,1167,142592,0.6096
31-12-2018,ADANIGREEN,EQ,41.7,41.75,42.3,41.7,41.95,41.85,41.92,211687,8.87365E+11,1215,142707,0.6741
01-01-2019,ADANIGREEN,EQ,41.85,41.85,41.85,41.15,41.25,41.4,41.45,105166,4.35939E+11,781,65855,0.6262
02-01-2019,ADANIGREEN,EQ,41.4,41.1,42.5,40.55,40.9,41.15,41.53,288827,1.19962E+12,1791,141708,0.4906
03-01-2019,ADANIGREEN,EQ,41.15,41.5,42.15,40.75,40.75,40.95,41.21,211035,8.69593E+11,1326,137111,0.6497
04-01-2019,ADANIGREEN,EQ,40.95,40.95,41.3,40.4,40.8,40.55,40.75,169984,6.92635E+11,1119,107759,0.6339
07-01-2019,ADANIGREEN,EQ,40.55,41,42.25,41,41.2,41.1,41.44,292864,1.21365E+12,1325,180022,0.6147
08-01-2019,ADANIGREEN,EQ,41.1,41.1,41.5,40.5,40.7,40.75,40.91,259216,1.06038E+12,1325,158204,0.6103
09-01-2019,ADANIGREEN,EQ,40.75,41.2,41.2,40.5,40.75,40.65,40.78,160411,6.54137E+11,982,105482,0.6576
10-01-2019,ADANIGREEN,EQ,40.65,40.95,40.95,40.5,40.5,40.65,40.69,82567,3.35966E+11,568,61302,0.7425
11-01-2019,ADANIGREEN,EQ,40.65,40.65,41.35,39.5,39.85,39.75,40.44,346640,1.40184E+12,1864,191142,0.5514
14-01-2019,ADANIGREEN,EQ,39.75,40.5,40.95,39.5,39.65,39.6,40.08,269872,1.08156E+12,1253,182998,0.6781
15-01-2019,ADANIGREEN,EQ,39.6,40.1,40.1,38.5,39,38.75,39.16,228070,8.93198E+11,1432,168996,0.741
16-01-2019,ADANIGREEN,EQ,38.75,39.3,39.35,38.55,39.2,39.15,39.09,167243,6.53742E+11,911,93852,0.5612
17-01-2019,ADANIGREEN,EQ,39.15,39.75,40.25,39.15,39.7,39.65,39.73,221463,8.79902E+11,1099,145061,0.655
18-01-2019,ADANIGREEN,EQ,39.65,39.65,40.15,38.35,38.75,38.75,39.09,180157,7.04293E+11,1035,119584,0.6638
21-01-2019,ADANIGREEN,EQ,38.75,39,39.1,37.5,37.8,37.95,38.41,113138,4.34593E+11,953,80266,0.7095
22-01-2019,ADANIGREEN,EQ,37.95,38,38.9,36.55,37.75,37.75,37.68,243342,9.16898E+11,1900,100316,0.4122
23-01-2019,ADANIGREEN,EQ,37.75,37.75,38.35,37.55,37.9,37.95,38.02,113541,4.31699E+11,822,63990,0.5636
24-01-2019,ADANIGREEN,EQ,37.95,37.7,38.2,37,37.2,37.35,37.52,119053,4.46668E+11,888,78313,0.6578
25-01-2019,ADANIGREEN,EQ,37.35,38.05,38.05,34.7,35,35.1,36.04,250182,9.01777E+11,1832,188652,0.7541
28-01-2019,ADANIGREEN,EQ,35.1,35.45,36,31.6,32.5,32.5,32.73,770899,2.52352E+12,4571,466438,0.6051
29-01-2019,ADANIGREEN,EQ,32.5,33,35.75,32.25,35.35,34.9,34.66,542956,1.88167E+12,3432,268758,0.495
30-01-2019,ADANIGREEN,EQ,34.9,35.95,38.2,34.2,37.8,37.3,36.63,529540,1.93957E+12,3113,254995,0.4815
31-01-2019,ADANIGREEN,EQ,37.3,38,39.85,35,35.15,35.6,36.94,733194,2.70815E+12,3324,503036,0.6861
01-02-2019,ADANIGREEN,EQ,35.6,36.4,37,35.5,35.9,35.75,36.07,352935,1.27287E+12,2321,179412,0.5083
04-02-2019,ADANIGREEN,EQ,35.75,35.95,36.3,33,34.15,33.85,34.2,251417,8.5977E+11,2272,147266,0.5857
05-02-2019,ADANIGREEN,EQ,33.85,34.3,34.35,32.6,32.9,32.95,33.37,192834,6.43392E+11,1125,148500,0.7701
06-02-2019,ADANIGREEN,EQ,32.95,33.4,34,33,33,33.1,33.17,345009,1.1444E+12,1377,164683,0.4773
07-02-2019,ADANIGREEN,EQ,33.1,33.5,37.8,33.5,34.65,34.4,35.06,1211335,4.24688E+12,5110,425109,0.3509
08-02-2019,ADANIGREEN,EQ,34.4,34.75,34.75,33,34,33.9,33.87,190270,6.44418E+11,1049,129760,0.682
11-02-2019,ADANIGREEN,EQ,33.9,33,35.2,32.6,33,32.85,33.12,198956,6.58916E+11,941,152639,0.7672
12-02-2019,ADANIGREEN,EQ,32.85,33,33.4,31.85,32.5,32.1,32.58,216299,7.04682E+11,1096,133846,0.6188
13-02-2019,ADANIGREEN,EQ,32.1,32.7,34.5,31.05,32.3,32.4,32.84,587135,1.92817E+12,2702,216735,0.3691
14-02-2019,ADANIGREEN,EQ,32.4,32.55,33.75,31.65,32.2,31.95,32.49,418342,1.35916E+12,3525,272982,0.6525
15-02-2019,ADANIGREEN,EQ,31.95,32.05,32.5,30.8,31,31,31.35,438733,1.37562E+12,3972,311221,0.7094
18-02-2019,ADANIGREEN,EQ,31,31.45,31.45,30.15,30.2,30.25,30.47,238514,7.26729E+11,2790,161230,0.676
19-02-2019,ADANIGREEN,EQ,30.25,30.25,31.5,30.2,30.75,30.8,30.89,200552,6.19543E+11,1149,124191,0.6192
20-02-2019,ADANIGREEN,EQ,30.8,31.15,31.65,30.55,31,30.95,31.09,220599,6.85902E+11,1094,115527,0.5237
21-02-2019,ADANIGREEN,EQ,30.95,31,31.8,30.35,30.4,30.85,31.11,320492,9.97066E+11,1321,232111,0.7242
22-02-2019,ADANIGREEN,EQ,30.85,31.1,32.95,30.75,32.75,32.7,32.29,788757,2.54666E+12,2740,472747,0.5994
25-02-2019,ADANIGREEN,EQ,32.7,33.4,33.5,32.3,33,32.95,32.83,493358,1.61967E+12,1564,346901,0.7031
26-02-2019,ADANIGREEN,EQ,32.95,32.75,33.25,30.55,33,32.9,32.11,602009,1.93321E+12,2660,254933,0.4235
27-02-2019,ADANIGREEN,EQ,32.9,33.25,34.5,32.55,32.55,32.9,33.69,918227,3.09318E+12,2711,474322,0.5166
28-02-2019,ADANIGREEN,EQ,32.9,33,33.5,32.65,33.2,33.05,33.11,305906,1.01292E+12,1440,169261,0.5533
01-03-2019,ADANIGREEN,EQ,33.05,33.1,35.3,33.1,34.1,34.2,34.36,1019350,3.50198E+12,3851,505122,0.4955
05-03-2019,ADANIGREEN,EQ,34.2,34.25,37.4,34.1,36.35,36.25,35.97,1423360,5.11974E+12,4413,837144,0.5881
06-03-2019,ADANIGREEN,EQ,36.25,36.75,37.45,35,35.2,35.4,36.2,976586,3.53546E+12,3819,595429,0.6097
07-03-2019,ADANIGREEN,EQ,35.4,36,36.45,34.95,35.7,35.6,35.45,816819,2.89524E+12,2698,453423,0.5551
08-03-2019,ADANIGREEN,EQ,35.6,35.6,35.95,34.7,35.05,35,35.1,552247,1.93835E+12,1703,299046,0.5415
11-03-2019,ADANIGREEN,EQ,35,35.4,36.25,35.15,36.1,36.15,35.95,515567,1.85329E+12,1749,327967,0.6361
12-03-2019,ADANIGREEN,EQ,36.15,36.5,40.7,36.4,39.25,39.1,39.15,3374322,1.32114E+13,10490,1308092,0.3877
13-03-2019,ADANIGREEN,EQ,39.1,39.3,41.6,38.4,39.65,39.75,40.32,2123795,8.5637E+12,7181,933328,0.4395
14-03-2019,ADANIGREEN,EQ,39.75,40.2,40.3,38.25,38.6,38.55,38.95,791109,3.08143E+12,3246,376611,0.4761
15-03-2019,ADANIGREEN,EQ,38.55,38.9,39.6,37.3,37.65,37.8,38.57,886002,3.417E+12,3820,514739,0.581
18-03-2019,ADANIGREEN,EQ,37.8,38.25,38.45,36.45,37.4,37.4,37.41,591667,2.21341E+12,3102,222383,0.3759
19-03-2019,ADANIGREEN,EQ,37.4,37.4,38,37,37.15,37.1,37.49,514591,1.92913E+12,2407,199565,0.3878
20-03-2019,ADANIGREEN,EQ,37.1,37,37.25,36.2,36.5,36.45,36.68,458645,1.68214E+12,2177,200458,0.4371
22-03-2019,ADANIGREEN,EQ,36.45,36.6,37,35.35,36,36,36.06,505496,1.82275E+12,2648,208564,0.4126
25-03-2019,ADANIGREEN,EQ,36,35.55,35.7,34.7,35.3,35.15,35.14,426556,1.4988E+12,1656,250360,0.5869
26-03-2019,ADANIGREEN,EQ,35.15,35.05,36.25,34.9,36.15,35.95,35.48,480545,1.70503E+12,1931,283368,0.5897
27-03-2019,ADANIGREEN,EQ,35.95,36.1,36.7,35.15,35.35,35.55,36.04,366621,1.32122E+12,1799,230025,0.6274
28-03-2019,ADANIGREEN,EQ,35.55,35.6,36.4,35.25,35.95,35.85,35.78,498011,1.78171E+12,3055,218733,0.4392
29-03-2019,ADANIGREEN,EQ,35.85,35.95,38.25,35.45,37.1,37.15,37.41,2006664,7.50714E+12,7461,788790,0.3931
01-04-2019,ADANIGREEN,EQ,37.15,37.55,39.2,37.55,38.75,38.7,38.56,780251,3.009E+12,2950,367608,0.4711
02-04-2019,ADANIGREEN,EQ,38.7,38.95,39.4,37.6,37.9,37.75,38.25,785107,3.00297E+12,2342,512645,0.653
03-04-2019,ADANIGREEN,EQ,37.75,37.75,38.45,36.85,37.3,37.25,37.74,368043,1.38899E+12,1409,201903,0.5486
04-04-2019,ADANIGREEN,EQ,37.25,37.3,37.7,36.45,36.9,36.95,37,425277,1.57333E+12,1481,206925,0.4866
05-04-2019,ADANIGREEN,EQ,36.95,37,37.25,36.35,36.8,36.65,36.85,258016,9.50834E+11,1199,160316,0.6213
08-04-2019,ADANIGREEN,EQ,36.65,36.95,37.4,36.1,36.25,36.25,36.68,680431,2.49583E+12,2031,457037,0.6717
09-04-2019,ADANIGREEN,EQ,36.25,36.5,37.25,36,36.75,37,36.76,434729,1.59799E+12,1409,238088,0.5477
10-04-2019,ADANIGREEN,EQ,37,36.9,38.1,36.35,37.05,36.95,37.48,446323,1.67268E+12,1734,217003,0.4862
11-04-2019,ADANIGREEN,EQ,36.95,37,37.3,35.7,35.85,36,36.29,592636,2.15092E+12,2102,355938,0.6006
12-04-2019,ADANIGREEN,EQ,36,36.35,37.45,36.2,37,37,36.91,716786,2.6458E+12,1735,412794,0.5759
15-04-2019,ADANIGREEN,EQ,37,37.3,37.75,37.15,37.6,37.45,37.49,598604,2.24432E+12,1571,398722,0.6661
16-04-2019,ADANIGREEN,EQ,37.45,37.6,44.9,37.6,44.4,44.5,43.1,10783405,4.64812E+13,29756,2631105,0.244
18-04-2019,ADANIGREEN,EQ,44.5,44.9,48.05,41.3,44.55,45,45.34,7207777,3.26831E+13,26324,2021789,0.2805
22-04-2019,ADANIGREEN,EQ,45,44.4,46.95,43.65,44.9,44.75,45.67,2596859,1.18603E+13,9523,967717,0.3726
23-04-2019,ADANIGREEN,EQ,44.75,44.6,46.15,43.85,44.2,44.2,44.82,1041669,4.66927E+12,4281,392340,0.3766
24-04-2019,ADANIGREEN,EQ,44.2,44.4,45.45,44.3,44.85,44.7,44.84,867612,3.89061E+12,3299,362053,0.4173
25-04-2019,ADANIGREEN,EQ,44.7,44.75,45.1,43.5,43.85,43.8,44.28,599113,2.6528E+12,2385,353255,0.5896
